text,labels
RUN FROM ES,O
phub do u guys have a squeaker on ur team? because we do and he is a mad one [SEP] so we should w8 now?,A
phub do u guys have a squeaker on ur team? because we do and he is a mad one [SEP] bruh [SEP] WP cap,O
phub do u guys have a squeaker on ur team? because we do and he is a mad one [SEP] bruh [SEP] dude [SEP] fucking hell with pauses,E
its a trap,O
why dont u call out to da fall out [SEP] ? who dead,O
dive more,O
very [SEP] GG,O
lol,O
he got a 12 min blink then an 18 min midas like wtf?~! [SEP] dont ask then ....,O
he got a 12 min blink then an 18 min midas like wtf?~! [SEP] ya sorry for your sk [SEP] I think I prefered riki when Blink strike wasn't his ult,O
he got a 12 min blink then an 18 min midas like wtf?~! [SEP] ya sorry for your sk [SEP] yeah only took him 25 mins to come out of the jungle [SEP] oh what fuck,O
"he got a 12 min blink then an 18 min midas like wtf?~! [SEP] ya sorry for your sk [SEP] yeah only took him 25 mins to come out of the jungle [SEP] 1 kill, and 2 assists in 33 minutes [SEP] es",O
"he got a 12 min blink then an 18 min midas like wtf?~! [SEP] ya sorry for your sk [SEP] yeah only took him 25 mins to come out of the jungle [SEP] 1 kill, and 2 assists in 33 minutes [SEP] yeh sorry he did have that one legit ult that killed me tho Lol [SEP] haha bout time",O
"he got a 12 min blink then an 18 min midas like wtf?~! [SEP] ya sorry for your sk [SEP] yeah only took him 25 mins to come out of the jungle [SEP] 1 kill, and 2 assists in 33 minutes [SEP] yeh sorry he did have that one legit ult that killed me tho Lol [SEP] Lol [SEP] haha ./.",O
no prob,O
gg yoshi [SEP] dive I got my ul jug dive jug,O
gg yoshi [SEP] thank sk for the free mmr [SEP] TUSKY TUSKY,O
"gg yoshi [SEP] thank sk for the free mmr [SEP] later maxine sall good, it happens  [SEP] tu",O
"gg yoshi [SEP] thank sk for the free mmr [SEP] later maxine sall good, it happens  [SEP] 4 v 6 [SEP] yeah hate PH.",E
"gg yoshi [SEP] thank sk for the free mmr [SEP] later maxine sall good, it happens  [SEP] 4 v 6 [SEP] gg invoker [SEP] report u pl Pls",A
gg wp,O
JUST WAIT ME ILL FUCK UR FARM,E
end nyo mga boobo [SEP] miss hit lol,O
end nyo mga boobo [SEP] yes [SEP] we losing pausing for what he need 36 sec go  pause afrer 36  tards,A
my team is stupid 4 carry,E
commend me [SEP] deine mama,O
commend me [SEP] noob sf [SEP] sucking noobs? lol,E
report sf = comend,A
me,O
got shackled baby [SEP] the sven talking,O
got shackled baby [SEP] EZ [SEP] baited AF,O
report bounty feeder noob,E
^^ [SEP] go end,O
^^ [SEP] INTROBOYS [SEP] report qop ty :),E
^^ [SEP] INTROBOYS [SEP] o0o  thinker [SEP] hp ?,O
^^ [SEP] INTROBOYS [SEP] o0o  thinker [SEP] :D [SEP] lol,O
end now,O
NOT A FUCKING SINGLE WARD NOT ONE no wards,E
jugg =3=,O
thats what I said disruptor I said gg no more supports [SEP] (c)Slark 2 10,I
thats what I said disruptor I said gg no more supports [SEP] you guys have such a greedy line up.. [SEP] ?,O
thats what I said disruptor I said gg no more supports [SEP] you guys have such a greedy line up.. [SEP] too many carries [SEP] im a lover,O
noob u,E
lolk [SEP] commended,A
lolk [SEP] lol [SEP] u got another 1 min?,O
why always me ?,O
neither are you [SEP] +,O
neither are you [SEP] it doesn't have a sexual preference [SEP] u talk too much like a girl,O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] reported lina pls",A
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] i killed u 1v2",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP]  WP guys",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] bye",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] go lion",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] ez",I
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] awtsu",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] i did a huge shit at a mates house",E
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] magic",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] RUN Back",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] fu",E
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] Rofl",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] GG",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] wp guys",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] saf ryt ?",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wow obviosly pro",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] Sniper Noob !!",E
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] :D",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] they actually have supports [SEP] คนไทย",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] they actually have supports [SEP] you need a team that can draft [SEP] yep:))",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] they actually have supports [SEP] you need a team that can draft [SEP] what are you talking about im not good [SEP] okay",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] they actually have supports [SEP] you need a team that can draft [SEP] what are you talking about im not good [SEP] pudge supp is a thing pos 4 should have done that [SEP] shinken hakyouken",O
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] they actually have supports [SEP] you need a team that can draft [SEP] what are you talking about im not good [SEP] pudge supp is a thing pos 4 should have done that [SEP] gg wp radiant [SEP] reported the jug for you",A
"neither are you [SEP] it doesn't have a sexual preference [SEP] pick ganking team, never gank [SEP] supports fucking pick first [SEP] a fucking idiot i just wanted some fun im on like a 4 winning streak withj pudge ggwp [SEP] strat gods [SEP] 2k [SEP] who first picks pudge, ahhaha [SEP] gg [SEP] yes, we do have supports [SEP] I can now see why we are losing [SEP] ur lineup is so gay ss wards just fucking rape [SEP] dazzle [SEP] lol [SEP] ur maxing poisin touch over shallow grave [SEP] supports CAN win games dont act like ur good cunt [SEP] ggwp [SEP] their line up is smart [SEP] wish I had a team that knew how to play [SEP] you just died [SEP] they actually have supports [SEP] you need a team that can draft [SEP] what are you talking about im not good [SEP] pudge supp is a thing pos 4 should have done that [SEP] gg wp radiant [SEP] kids [SEP] did u expect to lose",O
-19 ez so this green guy is streaming right now,I
yt,O
not when i up the courier,O
nigga please [SEP] lol,O
said,O
hah,O
GLHF,O
u passive bot,E
ez game [SEP] rekt,O
ez game [SEP] gg commend pudge [SEP] MY NAME IS JOHN CENAAAAAAAAAAAAA,O
gg commend me,O
G [SEP] EZ kinda boring,I
"G [SEP] he is online, just reconnecting [SEP] ggwp keep aim me so stupid more ward thx haha",O
this alch is a retard midas into heart,E
they made a new tab for that,O
just end not defending fast [SEP] get laid kid,I
hes cummin',O
lol ugly [SEP] wp all thanks,O
lol ugly [SEP] naah [SEP] LOL,O
lol ugly [SEP] naah [SEP] GG [SEP] gg,O
lol ugly [SEP] naah [SEP] GG [SEP] gg kids [SEP] ^^,O
lol ugly [SEP] naah [SEP] GG [SEP] gg kids [SEP] ggwp [SEP] lol noob,E
lol ugly [SEP] naah [SEP] GG [SEP] gg kids [SEP] ggwp [SEP] lol with your lose [SEP] lol that am pick sure did good tho,O
who report ww for at 2 min block all camp i commend him,A
what does the year have to do with internet connection?,O
ok [SEP] like you honestly played like such rats,E
GG,O
"singing siren ,dancing jugg",O
gg [SEP] hahaha mirana,O
gg [SEP] ^LOL [SEP] ikr 1 kill amazing,O
gg [SEP] ^LOL [SEP] than 5 position rubik good lord [SEP] gg end plz,O
gg [SEP] ^LOL [SEP] than 5 position rubik good lord [SEP] gg [SEP] go turn on your twitch pink so i can snipe,O
gg [SEP] ^LOL [SEP] than 5 position rubik good lord [SEP] gg [SEP] ROFL [SEP] just shut your mought and enjoy free win,O
gg [SEP] ^LOL [SEP] than 5 position rubik good lord [SEP] gg [SEP] ROFL [SEP] stupid noob [SEP] gl buy boy,O
LOLOLOL,O
next lvl [SEP] EZ NAHUJ,I
next lvl [SEP] xdd [SEP] + he told me that i was gonna farm ancients then i ruined game pretty smart,E
ez,I
ty [SEP] BLAME GYRO?,O
ty [SEP] disconnect then [SEP] gg,O
ROFL,O
z [SEP] gg shaker,O
z [SEP] only u not trahs !! [SEP] they didnt know how they doing,O
i wish i lived in SEA,O
rs,O
now kill huskar ggwp,O
fuckj sb on legion lol noob thatsw like sniper with sb just stupid waste of gold  message for lessons on dota,E
CLQ [SEP] i only rp wr HAHA,O
CLQ [SEP] fucking shit stains [SEP] come la,O
and u bought a midas,O
Dumb ass [SEP] ahahasha,O
Dumb ass [SEP] i like that morph build [SEP] ?,O
you fk backtrack dagon and rocket and ulti me after,E
so is your build [SEP] lol,O
can i commend you  dis?,A
ya fake summail lapsap,O
yes im gay,E
one day allov u all of u [SEP] Seattle,O
one day allov u all of u [SEP] XD [SEP] dos duelos :D,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] he is muslim dont commend him,A
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] boohoo ahiuhi,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] i stacked my creeps idiot,E
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] #1 loster,I
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] pl can't fight until 40 minutes unless you're aggresif lol,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] fuck off,E
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] gg wp [SEP] ?,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] gg wp [SEP] gg wp [SEP] lol Hes still talking lmao,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] gg wp [SEP] gg wp [SEP] GOD [SEP] ill kill you later my lady just chill,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] gg wp [SEP] gg wp [SEP] GOD [SEP] howlonghave u played dota for ? [SEP] gg?,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] gg wp [SEP] gg wp [SEP] GOD [SEP] howlonghave u played dota for ? [SEP] i would play cs go [SEP] ggwp RP MEDUSA PLS LET END,O
one day allov u all of u [SEP] XD [SEP] WD [SEP] how many losses am? 1000? [SEP] 1k loss 400 win? [SEP] g  g wp [SEP] 490 Wins in one day [SEP] i bet [SEP] gg wp [SEP] gg wp [SEP] GOD [SEP] howlonghave u played dota for ? [SEP] i would play cs go [SEP] gg wp my negros [SEP] fk u,E
COMMEND ME TY :),A
LMFAO i see why i have him muted [SEP] gg,O
LMFAO i see why i have him muted [SEP] tri top ez win :D [SEP] lol,O
commend the only support of the game lol,A
end end,O
report pl pls 4.7k pick safelane [SEP] ggwp,O
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] n u say unnistal dota hhaha Ezzz,O
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] he is retard [SEP] report wr pls,A
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] he is retard [SEP] report balanar ty [SEP] mid so horrible look that zeus,I
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] he is retard [SEP] report balanar ty [SEP] gg [SEP] spanish please,I
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] he is retard [SEP] report balanar ty [SEP] gg [SEP] gg [SEP] fucking ez WR fuck u,E
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] he is retard [SEP] report balanar ty [SEP] gg [SEP] gg [SEP] ? [SEP] WJAT,O
report pl pls 4.7k pick safelane [SEP] report u pl Pls [SEP] he is retard [SEP] report balanar ty [SEP] gg [SEP] gg [SEP] ? [SEP] REPORT BALANAR TY [SEP] GG CARRY HAHAHA,O
gg,O
hood of defiance and glimmer woww : :D,O
wait [SEP] u got raped lmfao,E
no no no,O
"ok [SEP] that creep gave you 6, right?",O
ok [SEP] brown afk [SEP] hao,O
cancer faggot lane,I
gg jimmy!!!! [SEP] no carry vs 2 players,O
,O
glhf [SEP] jk how long,O
asshole typical players,E
TD,O
2,O
GG team,O
dont def WTF [SEP] :(,O
dont def WTF [SEP] GGwp [SEP] COMMEND,A
dont def WTF [SEP] GGwp [SEP] eZ [SEP] Gg,O
dont def WTF [SEP] GGwp [SEP] eZ [SEP] gg [SEP] Bristle can you keep fucking around while your team takes rax that'd be tops It's working very well,E
magnus nice gaming,O
liar [SEP] miss,O
liar [SEP] thx [SEP] gg go end,O
liar [SEP] thx [SEP] yup [SEP] gg anw,O
who?,O
^_^ [SEP] aaahajahahahahhahahahahahaha,O
:(,O
yes [SEP] end,O
yes [SEP] teaching [SEP] go feed,O
yes [SEP] teaching [SEP] lel [SEP] ff,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] lol lol Free mmr,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] 5 5 6 7,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] nice play ember,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] awe,O
"yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] carai, vc soh crita vai jogar na mega",O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] fucking scrub cunt,E
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] TP,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] report tiny please for fead ember,A
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] bad spokesman,I
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] inhouse?,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] bit harsh,E
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] damm it licky slark,I
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] rege quit ? hw shame,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] w8,A
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ez briezi,I
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] sad,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] o shit they carried u but u dont unerstand,E
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] moreplz [SEP] wew,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] moreplz [SEP] wk [SEP] yeh i know i'm with him on skyp,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] moreplz [SEP] wk [SEP] :laugh :Laugh: shit [SEP] aw,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] moreplz [SEP] wk [SEP] :laugh :Laugh: shit [SEP] i want whatever [SEP] nice doom,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] moreplz [SEP] wk [SEP] :laugh :Laugh: shit [SEP] i want whatever [SEP] lol gg [SEP] that medusa ult so late,O
yes [SEP] teaching [SEP] lel [SEP] nxt time [SEP] eh? [SEP] es resume [SEP] liar [SEP] ur friend [SEP] yeah i know [SEP] FVCK [SEP] hope he got [SEP] see? i was right after all [SEP] your friend [SEP] done [SEP] i want leader [SEP] wk medusa? [SEP] report wk and medusa [SEP] right? [SEP] ROFL [SEP] all report es [SEP] moreplz [SEP] wk [SEP] :laugh :Laugh: shit [SEP] i want whatever [SEP] lol gg [SEP] i repoted u slardar HAHAHA [SEP] WP,O
