text,labels
im coming dont harm me,O
we lost troll doesnt FUCKIN CARE,E
shut up.. pro clinkz 0 starting gold and still wins game.. must be pro,E
GG,O
ggwp,O
say bye,O
overexcited,O
gg go mid and end pls PLS,O
only chen? +.+,O
i play dota for peace campaign :D,O
ahaha,O
GG,O
no :[,O
ggwp,O
like ember,O
gg,O
ff !!!!,O
i thought it be over in 25 minutes,O
end now,O
NO PAUSE?,O
lol fuck,E
u so lucky,O
gg,O
i smoke and it breakes And bounty doesnt dust ..,O
::___,O
...,O
cute cunt,E
i was afk,A
so salty :3,O
noob ta,E
of when u have 4 blinks,O
asshole that was scary,E
kawawa mo,O
gg,O
is it just ancient,O
ask my dad clinton loomis,I
you are bad in middle stay hardlane you can be better,O
fucj hahahhaa,O
nc arrow,O
LOL,O
YOU MID HUH,O
zz,O
AHHAHAHA,O
food,O
butthurt on this team is real,O
GGWP,O
i create space^^,O
they r just stupids putting the blame,E
sure my ault fault,O
hate ur runes tho,O
needs more boobs,O
AVED,O
hha fking ez game,E
ggwp slark learn manners,O
Yay,O
playing w/o vision and courier is fun,O
easiest jug i have ever vs ez mid too ROFL,I
sec lag ty g when ready,A
rpeott bitch really bitch,E
useless injoker,E
rofl,O
shit,E
slark was shit at bot lol,E
?,O
ogre,O
report wr still no agh fucking noob cunt and blaming others,E
gg ahha,O
ok  lets see,O
nobody,O
),O
smurf?,O
hahaha,O
the fuck ruptured? ok,E
hahaha,O
till farming,O
sme me no bb aw,O
aw tng ina,O
gg report riki ty,A
Z SNIPER FUCK CARRY,E
hahahahaha wp,O
Ward kos madara,O
fuck u,E
fucking shit stains,E
we focken lost,O
close game,O
gg,O
that 56,O
gg,O
all been planned though,O
I DONT GIVE A FUCK,E
haha,O
pa attacking creeps,O
p.a blade mail :)) brain 1k mmr,I
ahah lo,O
lol?,O
ez tactical afk,I
u 2 gay kunt,E
lol,O
go have a LIFE,O
destoy items :) quick finish,O
GG TEAM,O
report veno plz,A
:v,O
LOL pa got cooties,O
Also wr says,O
i suck at this game ROLF nah he had to sleep,E
report report jajajajajaaj,A
z e z E Z,O
i'm tellin you,O
gg,O
sure,O
so bad,O
end fast,O
e.e,O
I,O
:),O
gg wp,O
gg,O
how hot is jennifer aniston,O
gg,O
1 second and you unpaused,A
he said,O
free,O
ez ezzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,I
DO FOR EFFOR,O
buy coiier,A
1 7 SOLO MID,I
CAN'T CHASE ME,O
what the fuck who does that shiet,E
i think i need uilt and tp,O
we waited like 5 hours,O
my missile speed is like 10 ms,O
np,O
how u loss,O
ggwp,O
he is retard,E
Ty,O
foook,O
gg wp noob storm,E
lol am,O
"terrorblade, you fed mid so shut your twot",E
its already 40 mins mark still farming,O
y keep gank me,O
so pretty sexy,O
GG VOID EZ void,I
?,O
hi dp,O
helo,O
gg guys',O
GGWP,O
over confident :D,O
hahg,O
4,O
hi,O
gg,O
"#Reported 10 days a week fking idiots ive done done drugs for almost 20 years now and im fucking fine fine, sir? HAHA",E
u are so bad jajaj ez for doom,E
gg,O
2 min,O
ty all,O
hahahahaha,O
loan money,I
dk?,O
...,O
then i will not def,O
JAHAHHAA,O
sf eres noob,E
gg,O
thats so not true,O
gg,O
gg,O
had to sleep' that what he said,O
lol,O
Z BOT AM,I
he can rape mid omg,E
i wish i was fucking ta,E
gg,O
shut  the game call me call  ta  say  sry  to me,O
=))),O
BYE,O
gg,O
this people is happy with their pick now Help me report carry and alche,A
sad,O
gg wp,O
noob xD,E
go ne,O
thanks,O
why you all camp me? bh do it all ready you dont nee,O
is he coming back?,O
good deal,O
u try hard difussalk,O
lul,O
Z? yes,I
can u go mid and end???+,O
ez mid 2,I
he ıs change hıs pc,O
what was that mortal kombat?,O
g?,A
op morph lol,O
ikkeh,O
RIP,O
gg,O
fuck you,E
money money,O
LOL,O
gg,O
2mins please,A
Hf,O
;/ the creep,O
uh ohh,O
nice doom,O
Zzz,O
?,O
asy game,I
noob,E
he said high ping.,O
UPPORT BADS STUPIDS,E
wtf donkey storm,O
GGWP,O
what pudge ? pudge what r u saying?,I
you are trash,E
report what ever you want,O
cos i win,O
rason,O
gg,O
UR JST NOOB,E
Gg,O
you're support 4.5 right,O
: :D,O
ow ok 2 crits,O
battle of 8ks,O
commend luna and sf be st members of your team so fucking tired of these waste of time games,A
lol,O
go mid,O
gg,O
ave to lafe,O
wtf,O
omg,O
so funny,O
Gg,O
i dk what is my problem,O
that desperationj,O
1 VS 4 TEAM RETARD,E
gg,O
WP puck,O
yeah u r,O
can u feed me the courier pls f or challenge i will commend pleeaassse,A
O.O so it works through it ;_;,O
gg,O
HOW R U THIS BAD SLARK?,I
lol gg  ez,I
i hate pub,O
haha,O
i destroy item,O
THAT SWAP HAHAHAHAHA,O
i was never mad,O
blabla,O
you can reaper axe man :(,O
he told you where im gonna farm,O
damn noisy,O
literally a monkey,E
kids,I
lol a fucking disgrace to the name LODA,E
+,O
fuck so pro tusk and tink,E
XD XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD PAJARRACO CONCHETUMARE,O
we know you'll die soon its okay,O
with the amount of late game carrys and midas on our team we need three games to get farmed,O
gg,O
Russia,E
it's in ur jungle,O
i hate this team ever,E
feeding too much,I
Gg,O
why he did well,O
eat dicks,E
why must awit,O
WOAAAH,O
this ember is just,O
here she is,O
ayy lmao,I
ahaha,O
GG,O
BRUHHH,O
FUCK YOU KOTL,E
:D,O
+,O
i play with u b4,O
lol song,O
just crying,O
noob necro,E
?,O
yah means im bad,O
commend me,A
5 4 3 2 1,A
awesome,O
GG,O
AVED god bless,O
z,I
dsnt make a diff i come or not fuckin dickhead,E
25%,O
who is that,O
axe is shit,E
good  one more,O
;/ 4,O
wp fucking rat,E
i rekt invoker 10 times,O
Gg,O
buy more id,O
im sorry,O
too easy bot,I
noob drow,E
trasktalker,E
kek,O
4 different ppl,O
ka bu tooooooooooooo,O
that makes them nerds/,O
?:D so greedy,O
yoo,O
say gg,O
fvck,O
report drow,A
gg,O
ancient,O
void dick head useless void,E
rip,O
God I hate this shit talk,E
gg,O
report wk and medusa,A
LOOOOOOOOOOOOOOOOOL DAUNI SUKA :D,O
:DDD,O
gez,O
ok mega cree bot goo,O
lol,O
gg,O
going yolo,O
cool,O
tyy guyss rlly srry,O
lool,O
shit happens,E
commend support xD,A
tupid,E
balanced ,O
afk free kill,A
ggwp,O
awwwww,O
wr is doing fine,O
gg,O
sf cried whole game :d,O
rekt,O
olympics 2018 put your bets on lads,O
"below 3k mmr 'omg, he has invis' 'omg, I dunno where to ward, he roams ! XD",O
says the capt that did not said a word at pickin now he complains,O
TP doesnt give +6 dmg and 20 dmg block it's not worth trading the PMS for it ,O
ez,I
jojojo i dont know if you could still laugh later,O
Coñooooooooooooooooo,O
ggo fin,O
:D ahahahaah,O
ez DOUBLE PROPHETATION,I
Am I going to mid against an SF every day and every game for the rest of my life,O
GG GG,O
ty,O
nub viper,O
gg,O
OKAY,O
traight mid guys,O
lie like,O
teams shit.. alche the worst. hes 0-6 and took all my farm,E
why quit again??? sht,E
7,O
lol ggwp,O
...,O
gg,O
lel,O
LINA,O
peru,E
wr is rape,E
that fucking range what the fuck,E
gg commend me,E
ez gj,I
taste so good,O
new era,O
ahha,O
JOJOJOJOJ,O
ty wp,O
dada kak dela?,O
TOP PREPARE YOUR ANUS TOP,O
noob bitch,E
gg pudge report,A
fair play,O
anyway i commend if u report wr,A
ok stay afk please,A
eh?,O
LOL))))))))))))))),O
"boys, i dont want to spend 10 min of my life to w8 ur mate",A
lol nice dagg in,O
shh noob,E
ez sf,I
ez mmr dude,E
?,O
If you dont want him on your team I suggust reporting him,A
unbelievebale he comes to me GOD wjhat a piece of shit,E
thanks,O
that fucking ranked game  games  i hate all of this fucking retards  idiots  any vision any sentry  nice team  we have fucking 2 support,E
about your blademail,O
lolz,O
WP DROW SO BRAINED I LIKE HIM,O
get graphic lower,O
cant plane leaves in 10mins,O
GG,O
he back he say,O
lol,O
worth?,O
LOL,O
lina back hahaha,O
LOOOOOOOOOOOOOOLLLLLLLLL,O
cuz?,O
no quiero,O
vroom vroom,O
4head,O
olaaa lacueeeeek,O
gg,O
"gogo, end now mid all",O
HAHAHA EZ GAME EZ PTS,I
noob idiot,E
.. im not a alien idiot write any world language,E
WTF,O
no count alr,O
Logging in now Thanks guys,O
gg jugger,O
pl is AFK,A
+,O
yh',O
they look like shit,E
ty,O
wtf? wait la i said i can cum back  rubish,I
noob team,E
Z mid,I
ez gmae ez game ember no help,I
wp ember,O
nope dude wait pls,O
retard shitstain cent,E
GG,O
Wtf?!?!,O
gg wp,O
wew,O
JUST PICK DAZLE! DAZLE AND GO WIN IS TOPO EZA! TOO EZA DAZZLE ALL GAME JUST GO WIN!,O
GG,O
bobo,O
Wtf ese keper jode como mrda,E
Commend me tnx and AM,A
econecto Te odiO hpd,O
somalis has no moneys,O
doom will kill you,O
WHYYYYYYYYYY,O
this aint your game,O
CHILL NIGGA,E
ez game,I
lol,O
best,O
that alche hahaha,O
I HAVENT SEEN WORST Fucking pussy  Players in my life THEY ARE RUNING AWAY FOR NO REASON,E
okay thats my reports done for the day gg,I
wk no dagger no sb :(,O
GGWP,O
nice manner,O
kill them and end ffs,O
haha,O
def wtf?,O
right,O
haha,O
end nyo mga boobo,O
I told you need to believe,O
hahha,O
Fucking hell,E
just keep it paused,O
2 mins,O
loL ez mi xaxaxa,I
WHOW\,O
lc,O
,O
it s okj he cant mid against me,O
+,O
rofl;,O
ready to play?,O
?,O
omi said this carry,O
on emore hit bs pls,O
g rosh and end,A
blame time,O
GG NOOBS GO DIE,E
suck my dick,E
,O
wp team,O
nvm,O
es ahahahah nice ult,O
easy top,O
Z?,I
pudge,O
too much talks,O
haha,O
why he's doing good,O
he might get a penalty just because of you,O
gg wp yee),O
duno,O
dat silence :D,O
till wanna win ??,O
for me,O
haha,O
gg,O
after every fight we saw internal flaming into the pub spiral can't win when people think the game is lost :/,O
can we end pls ?,O
You all have faggot heroes And i have to play against you,E
yea,O
definitly second option blue,O
waw die,I
this void ;d so retard,E
idrk,O
gg,O
waow,O
GG,O
lol,O
Hahahahahahah HAHAHAHAHA HAHAHAHAHAHAHAHA,I
ggwp,O
lol lol,O
but afk..,A
make me happy with ur report,A
lol,O
like the dust of the smoke actually reached me,O
it's a,O
blame time,O
lags,O
what idea,O
it is especially when your team lets you down,O
like buyback can possibly help :),O
ahahaha HAHAHHAHHAHA,O
spec run,O
gg w e p e,O
Z MID,I
blaming time noob zeus],E
gg,O
commend me,A
fucking loser,E
haha,O
nice bb,O
easy win cm,O
vs saying qop noob,E
haha,O
ez hahaha ez fku u gg,E
thats called panic,E
land,O
Z 0 4,I
my mom died long ago you necrophile bastard,E
gg,O
sosator Or sosater,O
wp es,O
double divine worth,O
this es,O
not safe to leave,O
you need 34min for this shit fest trashlords vs. trashlords holy moly,E
killer am killer danger,O
? haha jk  <3,O
lmao,O
ahha,O
ive ever seen,E
lose lol ogre report?,A
Lag?,O
i killed void 1v1 bahahahah,O
we can have carries like that,O
boom,O
gg... wp sf haha,O
no mate gonna fuck ya in da ass,E
died,O
Hahahah,O
ty am really commended,A
4 v 6,O
jugger trying? U shouldve seen mid voker got so babysat,O
report AA plz,A
thanks,O
got a few good picks on you recently,O
At lease item,O
:(,O
no no no no,O
he make me cant farm top,O
w8,A
gud game,O
lol,O
idk but i get no help 1-10-3 1-6-5,I
Washington,O
stfu,E
enigma ftw,I
great game ill be watchin replays,O
pay electricity la,O
and win,O
pls bro,O
GO GO FINISH,A
HAHAHAHA,O
WP,O
gg shitshaker,E
i see  mirana mood call me b he  fuk me wp player,E
Z DONT COME TOP,I
end,O
riki sad :(,O
gg,O
hahaha,O
29,O
A BEST RLY ))),O
ok any time u kill od i'll give u an item,O
y,O
alone play re Im lose ty,O
WAIT - RYAN GOULD?,O
gl hf,O
how this fv get fat,O
useless support,E
ggwp,O
pudge?,O
+,O
oo shit,E
backpack,O
GG GGWP ALMOST 1 hour HAHAHAHAHAHA,O
u lucky my cm pure reatrd,E
lowskill shits all you have to do is dive endlessly and this cunt silencer and invoekr let you win,E
let you know later,O
nice wtf,O
this guy,O
lol wrg aim,O
ye,O
awesome how can someone play from singapour,O
why?,O
kill me aa,O
yeah isnt it 5v5? wat,O
how much longer? 30 29 28,O
ww don feed  ur carry suck,E
hahahahahahahahahahahahahahahhahahahahaha,O
finally,O
lol noob shit gettin rampage rofl PROFILE WILL SAY RAMPAGE,E
z mid Wtf U ulted me in invi,I
the fuck void said? fuckin peri,E
really? wp,O
end quik this spec ....is a half wit,O
liar,O
all report doom ?,A
sure,O
lol,O
u can do it,O
plz play invoker again,O
KILL SKILL,O
they shoukld delete lol its for noobs,E
all the game was lose tipical from 4K trash dogshit just stfu,E
ツ,O
wow,O
ez,I
draft no skills,O
nice,O
HE WILL BE IN YOUR TEAM NEXT GAME,O
gg,O
jug whole game farming .,O
templer Report pls,A
GG,O
gg im done,O
how long?,O
could you pls leave kotl,O
REPORT TERROR,A
gg :),O
wp best lanes ever,O
you at the same lvl with lc,O
zz fucking rolling,E
and you can fuck off too,O
lucky sf,O
need restart abit sorry,A
and get rapira,O
ggwp,O
okay?,O
take a nap,O
gg,O
LOL VIPER THUGHT HES A GOD THOUGHT,O
got 1 less rax,O
gg,O
really peru mis bolas,E
failed c'mon aim me more,O
wahaha,O
ZE AM,O
USSY,E
Axe pickers,O
lol,O
pts,O
one fish eating another one,O
OO IC,O
lel,O
lol,O
pidori,O
viva peru,E
LOL butthurt LOL,O
IM LAGGING,O
wait pls,A
yes wait a,O
lol??,O
gg,O
wow....,O
meepwn,O
well odd....,O
you should buy 4d,A
fuck you,E
dnt ef def,O
phoenix ults are epic,O
team was shit,E
bh Come on,O
she just turn off his brain kek,O
we rs,O
am won the game,O
Ya,O
i knew u echo xD,O
end?,O
?,O
gg nice team,O
hahaha w.e,O
me ppor? lol,O
gg,O
Fail :),O
GG,O
",,l,, pause my ass we want to win",E
lol feggets,E
I don't think there was a single sentence of real english that game,O
wp,O
I'm willing to wait a few minutes instead of waiting 20 more to get into another game,A
hahaha,O
fuck you,E
best enchantress on US east,O
ya 4k atitude win game,O
overplay totaly,O
lol Ty,O
pace created,O
get mid,O
reborn dota 2,O
report oracle ksing xD,A
support ftw!,A
haha st is so bad,O
gg,O
ggwp,O
D,O
gg wp dazzle,O
ahhhhhhhh,O
I pick ursa for you alche,O
gg,O
no top,O
bkb is very needed on BH,O
nah he supported,O
lol,O
omfg he did a kill shame on you ww !,O
more faggot :D,E
this fucking aa 0 wards whole game,E
gg fun game,O
thinks his a sick cunt hahahha,E
3.4*,O
its morning,O
where ru kitty spider,O
rekt easy omni pick= free mmr lol lol,O
gv me tango,O
rich?? 100 coin rich? idiot?,E
....,O
he OL even he DC,A
no ult,O
GG PLEAS REPORT TERROR,A
no cold snap,O
YAY TOOO NOLAG :D,O
he knows better,O
write me pls,O
eaxe dc,O
dota will be an olympics sport by 2020,O
go back to 3k where u belong,O
pudge afk with 2nd skill active lol,A
sad sad counterpick,O
rage,O
wtf,O
top,O
bg,O
ty well  have fun,O
RIP AA,O
nice alchemist,O
ok timbersaw,O
... why me,E
peruvian shit  poor person :(,E
gg,O
gl,O
tilt = easiest way to lose,O
(((,O
0-54,I
bye lol,O
DENY IT,O
?,O
68 XD,O
hmm,O
bg Ez shit,E
:d gj ww,O
no damage,O
ahahaha,O
haahahaha CRY ASSHOLES kraaaaaay,E
ahahhaa,O
doom me every fight OMG,O
WTF? Wejiahbekjebqkjedbqkjd,O
ggwp,O
well at least you're trying,O
intro boy? u really scool boy,O
= money sss= mcdo,O
CRY MORE PLZ AA,O
psh pugna will suck the life outa yeah its da bomb,E
ZZ,I
ggwp,O
why venge is support,O
predick,O
^^,O
report wind,A
and annoyin ass ulti,E
who cares?,O
omni.. please dont tell anyone bout that miss,O
can you stop beinga faggot oh y god,E
end  fucking blamer this team,E
lol so original,O
hha,O
gg,O
lion,O
ty,O
am vs support?,O
da,O
were you afk in the first minutes or something?,A
ty for waiting,A
he suck so bad,E
end,O
delet dota,I
2 vs 1 gg,O
Commend my CK please.,A
HAHA,O
report balanar ty,A
g,A
gg wp,O
serious?,O
gg,O
ez -25,I
maybe you shouldn't hug your team,O
ggwp,O
Twitter,O
end please,O
xD,O
gg,O
HI? 1ult 3die sad T_T;,O
CAUSE ITS THE YEAR,O
if i have to spend another second in this game i am quite literally going to shoot myself in the cock,O
z,I
Report ss and ds,A
izi storm,I
wk sucks gg wp,E
ez,I
our carry ...,O
¬¬,O
gg,O
alesso like guys,O
W8 FOR VOID SS,A
see hes still offline,O
whata player duuude,O
you're fkn joking you jumped my ult i mean my hex,O
pick more carry next time not enough,O
hahaa,O
:D hahah pain or not,O
wp,O
Cac ban co thay soi dong k a,O
of cur,O
get used to me touching you,O
lol hahaha,O
lol,O
disease*,O
report axe pls and we leave,A
right?,O
i don mind giving you ppl the money cause i already got all the items yeah,O
._ tamrae,O
sorry g,A
nice dd,O
BIG DEFENCE GG NOOBS,E
...,O
Q E,O
fuck u bro,E
lawl,O
ZZZZZ,O
?,O
a ezz ezy ez,I
HIJOS DEPUTA,O
nice ),O
gg,O
wtf,O
sure :ddd go manfight doom and tank full creapwave :d,O
playing mmr with shit pc,O
well played rubick,O
but we dive much any other,O
Report Axe btw,A
hahaha,O
he buys a gem for no reason,O
ggwp,O
|?,O
ro last picker ever. GG FV,O
u know what we dont have supp i,O
lol,O
RUn?,O
how are u level 3 wtf,O
zzz,O
just skill,O
go end,O
ez mid,I
Why so ez,I
hi puge,O
hah,O
?,O
shit ebola i hate u,E
combo wombo,O
D,O
Z,I
gege,O
YES 4 TOP NOW YOU GOT IT,O
but am and np have to ruin it,O
0-5 lc trying to lay the blame on every1 else every asked him not to go jungle,I
ez ez die zzz,I
gg end fast plz,O
go finish,O
5.5,O
don scare,O
ow really this team,O
gg,O
and then you just click 1 button and have att speed,O
exactly,O
gg wp,O
le tackle,O
ad,O
damn,O
YES,O
rcing thank u guys love u all im a girl pls dont flame me,O
ROFL,O
:D,O
lel,O
so stronk,O
look i have sb i wont die ever  or not,O
:),O
sad,O
they all have stun still die FUck team,E
xd,O
nice,O
ggwp,O
Russian do not surrender,E
these guys are ABSOLUTE trash :DD,E
no ty,O
GG?,O
FOREST net,O
you,O
ha,O
nug,O
zzz ZZ y dc,O
ahhaha invoker,O
|gg wp,O
wp invoker,O
cmon man...,O
u2,O
lol?,O
quick stall the game,O
+,O
mir so pro luv it,O
go fast plz i dont like this game,O
no fare gaming lol noob,E
G,A
better a kill to techies than you,O
w8 guys,A
ggwp,O
LOOL LOOOOOOOOOOOOOOOOOL,I
AD 0-5 0-4,E
fuck you tusk,E
TFU DUDE,E
thanks valve i fing solo game and suprise  party players,O
we play safe all not aggresive plays,O
?,O
Rage,O
LOL DZZLE OP,O
atay oi fuck u,E
HOW ARE YOU MISSING LAST HITS WITH CHILLING TOUCH ON,O
wp,O
end it plz^^,O
1 s fuck that,E
.!.,O
??? blame?? u play like shit,E
rip,O
end plss u deff wtf,O
+,O
ok,O
how culd am and wrath die to luna....... wtf,O
:(,O
report this noobs end,E
Lol lol pudge,O
ez game,I
yes,O
Gg,O
wak kok lawannya cupu bgt ya sorry wrong chat,O
YEAH DIDNT HAD THJE SLOT TO DUST ADN ALSO GYRO FFEDED A LOT STILL WE TRIED,O
hahaha,O
gg wp ez mid and top,I
:/,O
555,O
tank type nice build,O
its ok,O
can you guys finish?,O
wp lina lina ember win gfamer for u,O
strong counter jungle at start of game rubick,O
miss last hits for dneis,O
tell me how not to flame them,O
u will have the same shit as me next game go sf,E
ez joob,I
ez tbd,I
if i have 3th wqill rpeort void,A
eat that zombie,O
lol,O
ez !,I
wt will u do if pussy at the door,E
nigga u on the same internet ur liar he aint comin,E
oh no bro ur too slow,O
;),O
so very very ec game,O
WP,O
oh,O
stupid team no help KILL ME pa bf 30 min,E
REPORT AUTIST MEPPO PLZ WTF? LANAY AHAHHA BOOSTER AHAHHAHAHA BLIA,A
"10-3.. huskar 7-11 not pro, but better than u",O
Get carried trash invoker,E
3 2,A
 bat,O
u hate em as much as me,O
how can i farm dr if you're killing me,O
kukita,O
this is dota not doto ur in the wrong game! surpriseee,O
gg,O
support so,O
i bet,O
okay kiss your ass,E
i'm on my way ;),O
ty,O
i thought it was an illusion OK ty,O
keeps focusing me fucking idiot,E
1 mnt,O
lol ruski ragequit :D,E
gg wp,O
z mid,I
es,O
lucky to have this team listening,O
GOD i llove this team bunch of downs,O
GG,O
ok,O
you're aggro tri laning,O
CTRE BLASPHEMY,O
RIKI STAY BOT OMG STEAL XP,O
ggwp,O
3 min pls connection problem reset computer,A
4V5,O
and you fucked my entire gameplan up with the tiny pic,E
try hard more? xD a 200 gpm slark,E
I DIED TO BOUNCES ON CREREPS? EWTD,O
ez ez I told you,I
i think we r gg,O
Did sk plays stand uou for you guys?,O
Z WIN!,I
ORRY,O
damn wind ranger saved ur lifes,O
TRYING HARD? JUST TYPE GG,I
fuck my life ez predict ez life wp lc predict n throw,E
is he in partY?,O
muted bye,O
fair,O
gg,O
gg 5k team flaming russians xd,E
<3,O
yea i know,O
wtf oh shit deny,E
poo on u,O
lol fuck you,E
:(,O
im alche last game haha,O
?,O
thats a late mek th,O
WT,O
talk cock more,E
u guys deserved this 1 u just wanted it more gg,O
qop is the only noob on our team 12 yrs old girl slark is better then her,E
... 9 min dager bottle phase..,O
idiot asshole,E
How long have you guys been a team?,O
lol?,O
end,O
its good,O
no mnvp,O
Deluxe - Pony,E
)),O
ge ni mei,O
aLL REPORT,A
only u not trahs !!,E
best snowball,O
yeah pretty much tri lane so i didnt die in early stages 1 time lucky with my kraken shell,O
lol,O
bj slardar,O
14 13 12,A
can you pause in 55 seconds? HES DEAD FOR A MINUTE,A
she was,O
yeah good work u pro win one game and talk so much shit,E
haha noob pa,E
Haha,O
epic fail of  axe,O
fuicken,E
38 and 4 14 pro player right there,I
lol,O
ez hook DP xd HAHA,I
well played,O
only alch ?,O
what a team omg,O
gg emd end,O
ty,O
we're nerds?!,E
na we all knew what u wanted,O
gg our shaker stun u so pro commend him pls,A
fucking unreal,E
nice ult,O
i solo killed u with your support,O
gay wisp cunt,E
xD,O
commend our sniper too pro,A
my mum is a cow,O
I did my best,O
ggwp,O
gg,O
haha,O
GG FUCK THIS TEAM ?,E
byr bye,O
randomed&,O
let us maybe?,O
Wew,O
ty for the rp,O
rekt rekt naga get refresher and chapstick before chavstick,O
english motherfucker do you speak it,E
no chill,O
lmao,O
they thinkg I bought that gem,O
meepo roshing,O
? mad,O
:)),O
AHAHAHAHAH JUKED,O
}end pls,O
viva la peru,E
sk was fine,O
lmao,O
have you seen our picks?,O
yah,O
?,O
good manner pause,A
ok try hard more,O
all shit items,E
Thk,O
can you su shit? you dont do nothing only talking,E
never give u[p,O
some1 is piost,O
intro shits,E
gg Report SF please,A
ez points stupid aa,E
hahahahaa,O
ok no defend,A
idk who won this game,O
c:,O
ruins it for everyone else,O
can u guys make the match more excited?,O
ok noobs|,E
OCMON! waste of time,O
ecks dee,O
:D,O
IDIOT SILENCER,E
FOR THE SON OF GOD ALL THE FCKING  JUNGLE ITS WARDED,E
all report es,A
gg,O
lol,O
Gg,O
gg newbs ez techies,I
cant end?,O
NOOOOO i was typing,O
g,O
commend me tq,O
Z?,I
troll is SO mad =],O
hahaha,O
ggwp,O
its there potato comps,O
baited,O
just a 3rd straight loss in a row,O
he got a 12 min blink then an 18 min midas like wtf?~!,O
omg comeback,O
wow,O
lucky,O
dont think i can i failed that shit,O
gg jimmy!!!!,O
my bad,O
rly?,O
ah well it happens lell.,O
commend SF,A
ahaha not ;D leav,O
i can swap my courier with urs :D,O
+,O
noobwd,E
who is samuel..,O
nice throw :),O
rc only bcos of lag,O
for me na,O
ez gay naga,I
ggwp,O
YEAAHHHHHHHHH GGGGGGGGGGGG,O
it's 84 min legion needs to steal dmg not farm lol,O
fucking team,E
sex,O
LOL,O
gg,O
shut,O
hays ok klng po ate magina : :),O
Zzzzz im sick with these puases srsly,I
love naga suport,O
gg,O
no man i go there,O
he in game now jus w8,A
gg,O
hahaha,O
(,O
ahhah always a draw,O
jesus christ GO BACK TO UR FUCKIN PERU SERVERS,E
thats what I said disruptor I said gg no more supports,O
gg wp,O
goodbye my treee,O
see what sk,O
XD XD,O
moral was low,O
aways murmuring slark ks lord noob,E
?,O
says the fucktard lion,E
(:,O
w8 plz,A
o0o  thinker,O
hey wait pls wiat! wait,O
hahahahaha,O
promise i dont know you were there sorry,O
commend GabeN,O
surprise dust gets em everytime,O
fuck dota toxic dogs,E
ok,O
they really want me :'(,O
hahahahah ez katka enjoy -25,I
with just 4 people,O
doom picker,O
shit  u guys got gem what will happen now !!!,E
if he dc then it will be safe to leave,O
can kill me,O
sad ursa,O
ggs,O
the fuck,E
GG,O
becoz of me :),O
What are we waiting for? Is he online?,O
i got a kill yay,O
i literally COULDNT get a rune,O
lol,O
those too,O
enigma sk jakiro suck my dick,E
mirana carri,O
i buff they kill,O
maybe if your hp was higher then a supp,O
stop def,A
rofl bh,O
WHAT?,O
so you belive it,O
would have won by 5 mins if it werent for pl,O
he is online,O
GG,O
,O
u cant sound cool saying that when u just missed your stun,O
MACK MY BUM,O
gg wp,O
okay 1 min,A
LOL,O
what a game,O
ty,O
nice Care b sf  coming,O
Last Online 15 mins ago,O
gg,O
playing with noobs,E
I am sure some of this players have been here for time bruv,O
GG WP,O
D,O
+,O
u d won this dude.. why u feed..,I
+,O
new meta jug no feet,O
relax,O
new meca meka  Debuff all,O
lol,O
soon i wont have mana you tp,O
look at them still talk lol sry wrong chat,O
gg,O
gg,O
Hahahah,O
WTF,O
noob bounty,E
gg wat a retard team,E
:)))),O
g,A
HAHA,O
very easy,O
rq,O
Rekt,O
ad,O
hf,O
i can im hacker report me,A
i cant left 2 games before,O
bg wp,O
wait sf is come my fri dota pro so wait,O
wouldnt give you sthe satisfaction,O
is he umaru?,O
because u guys 5 range,O
gg,O
atleast he did something,O
noooooooooooooooooooooooo :D,O
son of bitch,E
i dont want to wait for such a bad team rather it be over quickly tbh,O
lol,O
=)) bi bat',O
you pause....,O
net takogo slova,O
remember how sk sat in lane in sandstorm and died to ES every time,O
cant pause,A
ere talong,O
gg,O
no u would be if i knew repel did htat,O
nice arrow,O
and im just here not giving a fuck,E
GGWP,O
fuck you tiny,E
they are coming,O
atleast tell me,O
LOL,O
haha,O
bat > cores with bad positioning,O
ty end no def,O
He's going to kill us all,O
pls report doom this idiot has never fought with us,E
gg,O
4 melee,O
sad?,O
bad,O
g,A
?,O
I THOUGHT ITS  A CREEP FCKING AXE SORRY,E
:,O
F,O
i mean sven,O
Wtf,O
~,O
gg,O
:(,O
ty,O
mi ulty no ulty omni,O
glglgl,O
lmao,O
no bb?,O
yep ded,O
hi,O
24,A
gg,O
Ggwp,O
pa pidar report ego,A
nono,O
pause plz lag 30 sec,A
is he ok,O
?,O
in your arm :*,O
gege,O
GOT REF NOW FFS type,O
come come here <3,O
ez offlane,I
rekt rofl,O
134 csw Cs,O
G?,A
u,O
gg,O
4.8,O
,O
lol ember,O
:@,O
ebaty,O
fucking acc buyer noob,E
lol invis bitch,E
COMMEND ME,A
that shackle,O
Z,I
pro gyro,O
pick a lane n push,A
i was afk,A
?,O
oki,O
:(,O
lol worth,O
mb end?,O
ggwp,O
...,O
gg wp,O
mid,O
ARE ME,O
go end i will marry u,O
nenado qop,O
just wait a bit longer,A
)),O
i dont know,O
GG report alche,A
those razes,O
F and Tuskar Bought their accounts,E
it's ability abuse he paused and said 'storm is jumping' and 'wait',A
what is true,O
